,content
712,请问老师补品适合什么样的人吃？    家里长辈都很喜欢吃补品，有海龙、海马、西洋参、人参、杜仲。这些补品到底适合什么样的人吃呢？没患病的人也需要吃吗？谢谢老师
713,请谈谈高蛋白饮食对于人体的影响    请主要从生化代谢角度进行探讨分析。
714,枯了 感觉和看书差不多啦(ಥ_ಥ)有点照着书念的感觉(´๑•_•๑)
715,为什么葡萄糖进入一般细胞不是主动运输
716,老师，您好，我想问一下，肺炎可不可以用胸片造影可以找出来
717,一般平均在多少岁才会发生有子宫肌瘤
718,中药配伍关系 王老师，您好，我相信问问中药配伍七情这一章里讲到了配伍关系有7种，即单行、相须、相使、相恶、相畏、相杀、相反。但是各论里面又有提到驱虫药配伍泻下药，收涩药配伍补虚药，清热药配伍生津药等，这些配伍属于七情配伍关系里面的吗？
719,古人真是就地取材无奈生法，急中生智，成就了传世绝学。
720,肝性脑病一定要看意识障碍吗？
721,窦房结细胞动作电位  如果人为在窦房结P细胞过表达快Na+通道，使细胞膜上快Na+通道增多，其动作电位形态是否会发生变化？为什么？
722,咳嗽约14天，可能和罗汉果有关    一般情况：男，24周岁，行政文职人员。主诉：严重咳嗽咳痰14天，晚饭后至睡觉前特别厉害。现病史：最近2年一直有明显咽部不适，类似于口水呛了以后的不适（好多种西药吃了都没有任何反应，孟鲁斯特，桉柠蒎，沐舒坦等等，这些药都是吃了一两周不见效就不吃了），喉镜下仅仅只有轻微泛红，喉咙无痰，不咳嗽。14天前吃了不洁食物刺激喉咙有不舒服和白痰，就问同事讨了2大杯罗汉果（人生第一次喝）现煮的水试图缓解，结果立马开始剧烈咳嗽，白痰量大增，白天晚上都很厉害，几乎是咳得断气得那种，尤其是晚饭后睡觉前，咳嗽都把腰部肌肉拉伤了，咳起来好痛好痛。甘草口服液和孟鲁斯特仅有轻微缓解作用。现在症：剧烈咳嗽，白痰多但难以咳出。大便有些塘溪，比往常重。舌苔一直是非常干净的。既往史：过敏性鼻炎近20年，干眼症病史3年（眼科一直怀疑颈椎不好导致供血不足），咽部不适约2年半，白蛋白和球蛋白一直较低，在临界值徘徊。颈椎轻度骨质增生，心跳自小一直偏快（不用药）。血压血糖血脂一直好，肾功能好。脸色一直偏黄。冬天会手脚发冷。不嗜冷食但经常大量吃冰饮料及甜品（仅仅是比较馋而已，比较喜欢甜品在低温时的口感，也爱吃好吃的热食）。个人生活史：经常熬夜，不运动。家族史：母亲常年咳嗽有什么好方法能缓解现在的剧烈咳嗽吗？
723,选择第三题：不合理用药有哪些后果？如何避免？答:后果：1.延误疾病治疗用药不对症、给药剂量不足、疗程偏短、合并使用药理作用相互拮抗的药物等不合理用药，直接影响到药物治疗的有效性，轻者降低疗效，重者加重病情，延误最佳治疗时机，或导致治疗失效；2.浪费医药资源不合理用药可造成药品乃至医药资源（物资资金和人力）有形和无形的浪费；3.产生药物不良反应甚至药源性疾病；4.酿成药疗事故因用药不当所造成的医疗事故，称为药疗事故。如何避免：1.优先使用基本药物。2.用药要遵循能不用就不用、能少用就不多用，能口服不肌注、能肌注不输液的原则。3.购买药品要到合法的医疗机构和药店，注意区分处方药和非处方药，处方药必须凭执业医师处方购买。4.阅读药品说明书是正确用药的前提，特别要注意药物的禁忌、慎用、注意事项、不良反应和药物间的相互作用等事项。6.任何药物都有不良反应，非处方药长期、大量使用也会导致不良后果。用药过程中如有不适要及时咨询医生或药师。
724,三叉神经痛      女，50岁，反复发作右下颌牙痛，在当地诊所多次做拔牙处理仍无效，并逐渐波及右侧下颌和上颌等处面部皮肤。疼痛呈周期性发作，发作时突然、呈闪电样、刀割样、烧灼样、难以忍受的剧烈性疼痛，说话、洗脸、刷牙或微风拂面，甚至走路时都会导致阵发性时的剧烈疼痛。疼痛历时数秒或数分钟。发作间歇期同正常人一样。经正规医院检查初步诊断为三叉神经痛。依据所学解剖知识分析：    1.病人为什么会出现牙疼、面部疼痛？    2.三叉神经痛患者还会出现哪些部位疼痛？    3.哪些原因可以引起三叉神经痛？
725,"治疗指数与治疗的安全性关系  治疗指数=LD50/ED50,而治疗的安全性是看ED50/LD50的比值，为什么会是这样啊?我以为治疗指数与治疗的安全性的判断依据一样。"
726,老师，请问一下骨外围的定义是什么？
727,左右 您说，知为针者信其左，不知为针者信其右。是左升右降的意思么？左升右降是左边向上扎，右边向下扎么？
728,请选择下面你感兴趣的问题进行讨论   1、患者：男，5岁病史：一个月前发烧，并诉说腰腿痛，随后右腿不能活动，不能站立也不能行走。体检：三周前检查，头、颈、两侧上肢和左侧下肢的感觉和运动均无异常。右侧大腿、小腿和足肌均瘫痪，肌张力显著减弱，腱反射消失。现在能内收大腿、屈髋和伸膝，但大腿后群肌、小腿和足肌松弛、萎缩、完全瘫痪。感觉无障碍。诊断：急性脊髓灰质炎acute poliomyelitis试说明：⑴哪一级运动神经元受到伤害？属于何种性质的瘫痪？⑵为什么只有肌肉瘫痪而无感觉障碍，是运动神经元胞体还是周围神经受损？⑶病变累及哪几个脊髓节段？ 2、患者：女，35岁病史：三周前左手小指被熨斗严重烫伤，直到闻到焦味时才发觉，当时并不感到痛或热，烧伤后也不觉得痛。体检：左上肢（臂、前臂和手）的内侧部痛、温度感觉消失，触觉尚存，小鱼际肌萎缩，无其它感觉和运动异常，右上肢情况类似。诊断：脊髓空洞症syringomyelia试说明：⑴病变破坏了哪些结构，为什么？⑵病变的部位在哪里？⑶为什么会出现痛温觉消失而触觉仍存的感觉分离现象？ 3、患者：女，68岁病史：中风后，右边身体瘫痪了。体检：左侧上睑下垂，左眼稍向外下方突出，左侧瞳孔扩大，对光和调视反射消失，舌伸出时偏向右侧，舌肌未见萎缩，右侧面下部肌肉瘫痪，右侧上、下肢肌张力增强，腱反射亢进。全身感觉未见异常。诊断：交叉性动眼神经瘫痪crossed oculaomotor parlysis又称Weber syndrome试说明：⑴动眼神经受损，为什么左眼球会向外下方突出？⑵如何解释瞳孔扩大及对光和调视反射消失？⑶如何解释舌肌和面下部肌肉瘫痪？⑷为什么眼肌的瘫痪在左侧而舌肌、面肌和上、下肢肌的瘫痪却在右侧。⑸找出病变部位。
729,为什么胃部大切除病人被分为二级护理呢？难道不是一级吗？
730,关于考核   老师好，本期生理学怎么考核呢，平时上课，每周测验，作业，期末考试，如何打分，比例是什么啊？感谢！
731,讨论题    1. 具有清热解毒的蔬菜有哪些？2. 具有降血压作用的蔬菜有哪些？
732,补药可用于子宫内膜样腺癌吗？ 老师，我是2018年8月手术的子宫内膜样腺癌1A期患者，我在四川省中医院开的处方好像都是补的，你看看好吗？有人说这个病不能用人参这些补药，对吗？
733,单杠引体向上 肩关节屈是因为臂在身体前侧吗？
734,针灸学对于癌症的治疗法则呢  中医针灸学可以治疗现在几乎所有疾病，学生不否认，但也不敢全部认同此说法。在老师针灸学的三十多年临床里，有没有碰到一些癌症患者呢，如果有，如何去辨证论治。希望老师可以帮我解答一下，因为学生家里有一名癌症患者，西医已经无法治疗，内心非常的沉重，想在中医这里找寻一些方法，无论有无，在这里先谢谢老师了。
735,高血压患者的安全护理 护士应该怎样指导原发性高血压患者预防摔倒？
736,骨性体表标志 骨性体表标志是在身体表面可以看到或摸到的骨性突起、凹陷等，对确定身体内部结构等具有重要的临床意义。在活体下肢表面可以摸到哪些骨性标志？
737,三七 请问老师，三七和三七花是同样的功效吗？能用三七花泡水喝代替三七吗？
738,老师，什么是肺实变？有什么表现？
739,如果你是患者，你该首先如何向医生称述你的病情？    如果你是患者，你该首先如何向医生称述你的病情？（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）（模拟）如果你自己（或者你的亲朋好友）有不舒服，需要看医生，请具体写出你的主诉（请按视频中主诉的要求写出）。
740,疼痛评估   如果患者是一位中度痴呆老人，如何评估其是否存在疼痛？
741,除颤完成之后是继续心肺复苏的操作吗   老师，请问除颤完成之后是继续心肺复苏的操作吗
742,男性肾结石在排出体外的过程中，容易嵌顿在哪些部位？
743,甲状腺的局部解剖   甲状腺上动脉与喉上神经的关系、甲状腺下动脉与喉返神经的关系及其临床意义
744,讨论题    1.感冒的临床特征有哪些？2.试述3-5种预防感冒的方法。
745,如何得知单位时间内神经纤维动作电位的最大次数 请问如何得知单位时间内神经纤维动作电位的最大次数（频率）？
746,网上购药是否可信？  对于大多数人来说，并没有在网上购药的经历，并且会担心有的网上店铺不是合格的，担心买来的药品不安全，所以大家很少很少在网上购药；想问一下老师在网上有哪些正规合格的良心药店?
747,我国人均吗啡用量低下 人均使用吗啡量是用来描述一个国家或地区对疼痛患者镇痛情况的重要指标。中国是世界上人均使用吗啡量非常低的国家，结合身边疼痛患者镇痛或临床患者的镇痛情况，谈谈你对此事的看法。
748,穴位不是我们想象的那么简单  听了老师所讲述的。才知道经穴之博大精深。感慨中医的神奇力量。针炙的神秘。
749,胸骨属于四类骨中的哪类？
750,畏寒 肾阳虚会导致畏寒，脾虚也会导致畏寒，怎么区分
751,小腿痒    两个小腿发痒，已有多年，上药不痒，一停药就痒。该怎么办呢？
752,非竞争性拮抗药    在讲解中图表上并没有像竞争性拮抗药一样像右移讲解也是这样，但是在十二五规划教程中，提出曲线的右移和下降，这是认识的进步，所导致的吗？
753,为什么吸气时，心交感紧张增加？而呼气时是心迷走？   那vasalva动作与心迷走以及心交感的关系是啥？
754,请问老师针剌麻醉常用的穴位有哪些？
755,胸式呼吸和腹式呼吸  呼吸是由于胸腔容积的大、小变化引起的，可以分为胸式呼吸和腹式呼吸。哪些肌肉参与胸式呼吸？哪些肌肉参与腹式呼吸？（请学习完上肢肌内容后再给出答案）
756,腱鞘炎    请问，腱鞘炎在发生后不做过量运动，可以减轻症状或自行恢复吗？
757,静脉切开术结扎问题  结扎远心端后，静脉回流部分受阻，不会产生什么影响吗
758,中枢神经 — 抗癫痫 卡马西平为什么能治疗尿崩症？
759,我选第一题  第一题，放些感冒的感冒灵 清热解毒的板蓝根颗粒 退烧药 可体温计、消毒棉签、创可贴、医用胶布、镊子、电子血压计。消毒剂： 75%酒精、3%过氧化氢溶液（双氧水）、碘伏。还可以放氨咖黄敏片、
760,阿司匹林   关于阿司匹林的使用剂量大小与治疗作用怎么分析？
761,不明白效价强度是什么意思   视频里老师说效价强度是引起50%效应时对应的剂量 后面又说这个剂量越低 效价强度越高 不懂什么意思 同时也不知道效价强度的药理学意义 谢谢老师解答
762,请问为什么说自身调节灵敏度低呢？
763,为什么医疗护理文件要做到及时记录？
764,阿托品不是M受体阻断药吗？它在它小剂量时减慢心率什么原理呢
765,外科颈    外科颈究竟在哪啊，为什么第三题是错误的
766,关于月经   请问老师，白带带血和月经怎么区别呢？
767,心房与心室  老师，心房跳动，正常人能听到吗？第一心音和第二心音与心房有关系吗？听到的房颤心率不规则，声音是心室发出的还是心房发出来的
768,手指的血管和神经   手指的血管和神经的行径特点如何？根据此特点，临床上止血和麻醉应在何处？
769,请问老师，天然蛋白质是否都具有三级结构，四级结构？
770,铺床操作中的人体力学 以备用床操作为例，说明在操作过程中护理人员如何有效利用人体力学的原则？
771,脊髓灰质炎（小儿麻痹症）       脊髓灰质炎，又称小儿麻痹症、婴儿瘫，是由脊髓灰质炎病毒引起的急性传染病，多发生在婴幼儿。脊髓灰质炎病毒为嗜神经病毒，主要侵犯中枢神经系统的运动神经细胞，以脊髓前角运动神经元损害为主，病情轻重不一，轻者无瘫痪，重者可累及生命中枢而死亡。结合解剖知识，解释典型脊髓灰质炎病人在感觉和运动方面会出现哪些症状？为什么？
772,下巴总是反复长痘，月经忽前忽后，月经量少   孙老师你好，我今年31岁，女，我感觉我的体质属于那种比较弱的，偏瘦，应该就是您直播课里面说的阴阳两虚亚健康状态，比较容易上火，所以平时吃饭也很注意，但是下巴位置就很容易长痘，刚开始是红肿，过两天就会变白，如果不管它自己也会消下去，但是有个问题就是的痘痘刚消下去几天，然后过几天又会在下巴的别处冒出来一颗，反反复复就那两三个地方，尤其是月经前肯定会长痘。嘴巴周围肤色比较暗淡，有点偏暗黄。还有每次来月经前一周内有时候会拉肚子，月经快结束的时候也会拉肚子，月经量不多，以前月经都是推后个一两天，这两三个月又不知道咋又提前一两天了，自从两年前生了孩子后，每次来月经的量就不如生孩子之前多，现在只有每次来月经的第二天比较多一些，后来几天就少的很，基本就没有了，而且来月经的时候腰部有点发凉。希望老师能给个可以改善我这种情况的建议。
773,糖尿病病人在饮食和运动管理方面需要注意哪些？
774,老师斑秃怎么调理？  老师早上好，刚刚看了一个案例，说斑秃的人，经过舌诊自测是湿气重，然后用温胆汤泡脚和茯苓术甘汤半年，终于开始长头发。我上网查了一下，斑秃（油风）可能引起的原因有很多种，这个案例能不能理解为，身体有湿先排湿，阴液平衡了之后，身体阴阳自然调节？而他自己的诊断并不是直接针对了某个斑秃对应的脏腑进行调理？
775,您认为可采取哪些形式在青少年中开展死亡教育？
776,这十二条经脉的名字有什么办法记住吗？
777,第八周 主题讨论 选第一题  应准备伤风感冒药、抗菌药、清热止痛药、抗过敏药、消化药、消炎药、药棉胶布、纱布、血压计、温度计等
778,动作电位   动作电位的传导用物理学该怎么解释
779,痰湿 29岁女性，比较怕冷。半个月以来，每逢早上就咳嗽，有痰偶尔能咳出，白痰。吃过咽炎片、感冒片，效果不明显。请问老师如何调治？
780,药品名字记忆 请问大家都有什么好的记忆药品名字的小技巧，我是根据一类一类的记，其他的死记硬背，但是感觉这样效率不是很高
781,中药服用   为什么现在在中医院开的中药服用时可以不要求重新煮沸，这样药效还在吗
782,色氨酸转录衰减调控  老师，请问为什么当色氨酸浓度高的时候核糖体会停在2号信号序列上而不往前走？
783,老师请问一下 影响血流外周阻力的主要因素是A 血管口径     B 血流量      C 管壁弹性      D 血液粘滞性   E 血流速度
784,有错别字吧，阻滞药，视频里怎么是组织药啊
785,讨论题    运用刮痧治疗感冒时，如何体现辨证施刮？
786,活性中心与必需基团的关系   如何理解活性中心与必需基团的关系？
787,心肌缺血的心电图表现 书上写，典型的心肌缺血发作时，面对缺血部位的导联常显示，缺血型ST段压低和（或）T波倒置。
788,想不通    我就是想不通，为什么细胞的静息电位是内负外正……然后为什么外面的钠离子（阳离子）进入细胞就成去极化（小于静息电位）了……为什么钾离子（阳离子）出去就成超级化（大于静息电位）了，我看老师的课看懂了，自己多想几遍又搞不清了……
789,急性胰腺炎  男，45岁。午宴大量饮酒1小时后突然出现中、上腹疼痛，难以忍受，逐步向腰背部放射，并伴有呕吐，呕吐物中有胆汁。临床诊断为急性胰腺炎。请问：1. 胰管的开口部位在哪？2.你了解急性胰腺炎的病因有哪些吗？3.结合解剖知识，急性胰腺炎可误诊为哪些器官的病变？
790,排卵期出血  请问老师，排卵期出血会引起尿常规的隐血阳性，尿蛋白阳性吗？
791,解剖股三角时如何寻找股深动脉及其分支？
792,为什么发热患者应进食流质或半流质饮食？
793,机体对用冷会产生什么样的反应？
794,HPV    人乳头瘤病毒（HPV）是一种双链DNA病毒，能导致人体皮肤粘膜的鳞状上皮增生。我国15-55岁的妇女中HPV的感染率约为13.2%，尤其是20-24岁的年轻女性和45-49岁的绝经前妇女感染率最高。
795,请大家结合自己的经历，谈谈服药应注意的问题？
796,局部电流疑问 书上有一幅动作电位产生时局部电流的图，在兴奋区电流内向，膜电位变为外负内正。兴奋区与邻旁未兴奋区形成局部电流，但邻旁未兴奋区电流外向，外向电流不是加强膜极化导致超极化，为什么能引起邻旁未兴奋区的去极化？
797,阳脉之海是奇经八脉中的督脉跟十二经脉中的其他六条经脉是哪六条
798,肌腱发炎是如何产生的？
799,老师好，请问甲减可以针灸治疗吗？
800,第6颈椎   老师您好，视频中提到当头部出血的时候，按压劲总动脉至第六颈椎时，可暂时止血。请问是按压双侧劲总动脉吗？还是仅仅按压出血侧？
801,人机对抗   老师您好，请问机械通气时显示人机对抗，会有哪些原因呢，查了书籍和百度，都没有找到答案。谢谢
802,这三百多个穴位是不都要全部记住啊？
803,汤剂和丸剂（中成药）有什么差别呢？  汤剂和丸剂（中成药）有什么差别呢？
804,号脉 一共两个问题：一正常的脉象是怎样的？二性别，年龄会对脉相造成影响么？
805,第一题    体温计，血压计，小型手电筒，消毒纱布，创可贴，清凉油，口罩酒精，感冒药，生理盐水。
806,如何区分冠心病心绞痛、心肌梗死？
807,请问老师针灸练习的禁忌有哪些？
808,我在自己的腋窝和腹股沟用力地触到了一些颗粒状物。请问，这是淋巴结吗？这是否为正常现象？
809,糖尿病患者在用药方面，应选择肌注胰岛素还是口服药？
810,治疗 我在医院针灸过。医生都是扎胳膊肘以下，和膝盖一下。后背扎针灸很少，为啥？
811,心房率，心室率，心率 老师您好，我有点困惑，有的心律失常心房率很快，而有的就心室率很快，而室上速心率很快，达150-250次/分，这三种有什么区别，我该如何区别和计算呢
812,关于疏水性的比较   老师好，请问极性中性氨基酸之间的疏水性强弱怎么比较？极性中性氨基酸与芳香族氨基酸疏水性谁强谁弱？
813,请大家谈谈自己偏好的休息方式有哪些？
814,关于五腑   其实我不太明白  不是五脏六腑吗？
815,请老师解惑。 α-氨基酸与茚三酮反应显色呈蓝紫色；脯氨酸，羟脯氨酸与茚三酮反应显色呈黄色；天冬酰胺和什么氨基酸与茚三酮反应显色呈棕色？有人说是谷氨酸，有人说是谷氨酰胺。请老师解惑。
816,老师，你好，请问一下，双肺野是什么，一直听说这个名词
817,急性疼痛的影响    谈谈急性疼痛在重症患者病情观察中的意义。
818,原发性高血压病的病理学变化中，是人体血量绝对值增加了吗
819,突触延搁的生理意义是什么？  罗教授，你好。突触延搁是兴奋在突触处传递时的时间延搁。那么突触延搁的生理意义是什么？
820,蛋白质的协调性    老师你好，我想问一下，分布在不同染色体上的珠蛋白基因如何实现表达蛋白数量的协调性？
821,一岁半宝宝，过敏导致湿疹，少汗，手脚冰凉，怎么调理  孙老师，您好！我有一个一岁半的宝宝，四个月时爆发湿疹，全身起疹子且流水，去医院后，医生开了药膏，涂抹一周，皮肤好转，但停药后，湿疹又反复，复查，是过敏，宝宝喝母乳，于是我做了忌口，回避鸡蛋牛奶牛肉等，宝宝好转，但是手弯弯，脚弯弯处依然比较红。在10个月大时，吃了黑鱼，湿疹爆发，表现为皮肤红，干痒粗糙，掉皮。11个月断了母乳，改吃深度水解奶粉，湿疹好转了些，但依然掉皮，且手脚冰凉，食量大，晚上夜醒两次，每次醒都喝120ml奶，且皮肤几乎不出汗。后来送去小儿推拿，推拿两个月，皮肤改善，但是依然皮肤少汗，干燥。请问这种情况，该如何调理？
822,当过敏性休克时，为什么首选肾上腺素？
823,砭石 老师：砭石和刮痧板一样吗？意思相同吗？
824,孙老师：什么交头痛连项啊？  孙老师：什么交头痛连项啊？
825,避孕为什么不从男性身体下手  为什么避孕要从女性而不是男性身上着手
826,足小指。   老师：胆经到足小指，那它怎样和肝经相连系呢？肝经在足大指啊？
827,饮食护理有哪些需要遵守的原则？     一.饮食有节，不可过饥过饱，要有规律； 二.饮食有方，要掌握正确的方法，细嚼慢咽，食物软硬应当恰当，吃完后不可以立即躺下，也不可以剧烈运动，睡前不要进食，所食之物要确保新鲜干净； 三.谨和五味，食物应该多样化，合理搭配，不可偏食 四.荤素搭配，多吃果蔬粗粮。
828,寸口脉    为什么左边是心肝肾，右边是肺脾肾？只是按位置分吗
829,第16题   为什么解毒药、止吐药、清热药均应该冷服呢
830,老师 老师，您好，第三题是不是对称不对？矢状面不是应该将人体分成左右两部分吗？
831,腹部检查   区别腹部肿块来自腹腔或腹壁最简易的检查方法是
832,舌干 老师，您好。我家的老人有这样一个症状，就是每次睡觉时觉得嘴很干，摸着舌头也比较粗糙。但是醒来后不久情况就会改善，这是阴虚造成的津液已伤的原因吗？吃了六味地黄丸（医院医生开的），几乎没有效果。他平时比较怕冷。请问老师这到底是什么原因呢，有什么成药可以改善状况呢？
833,井穴 老师：井主心下满是指什么？是肝么？是胃么？十二井都是主心下满么？都指肝还是指胃？
834,所以我就很奇怪，如此用五邪就可以了，为什么还要单独立个暑邪出来？有什么特殊意义吗？
835,肝药酶    请问肝药酶的概念和意义是什么？
836,谈谈人的身高 俗话说“二十三，窜一窜”，很多父母认为孩子个子矮不用着急。你认为这个说法正确吗？有什么科学依据？如何预知自己能否继续长高呢？
837,骨度分寸定位法    我以前一直认为拇指同身寸非常有用呢，今天听老师讲课才知道骨度分寸法是基础的基础，课下好好背诵学习，谢谢老师
838,舌尖烂是不是心火旺？但是睡眠和正常啊，没有失眠
839,请老师给纠正 12.09分左右，支沟配阳陵泉，老师讲课内容正确，下面的字幕打成阴陵泉了
840,垂直站立或运动后才会下得比较顺畅  是因为子宫的前倾或后倾吗？
841,请问青光眼患者为什么不能使用氯丙嗪？
842,穴位 按压身体某个部位会出现跳动，是否是穴位所在？
843,酸怎么能去掉钙盐呢？
844,寸口脉    为什么左边是心肝肾，右边是肺脾肾？只是按位置分吗
845,牵涉痛    某些内脏器官病变时，在体表一定区域产生感觉过敏或疼痛的现象，称为牵涉痛。例如，胆囊炎时右肩部会有疼痛。了解牵涉痛有助于诊断和鉴别诊断。依据所学解剖知识，你能解释牵涉痛产生的原因吗？你知道哪些脏器病变时相关的牵涉痛吗？
846,精神养生   抑郁症的精神怎样调养？由西药治疗逐步改为中药治疗形吗？请老师处个药方“忧郁症中度病人36岁、工作压力大、长期服西药、想服中药”。
847,中医妇科-月经病，带下病   1月经先期【月经提前7天以上】   2月经后期【月经推后7天以上】  3月经先后无定期【月经错乱】  4月经过多【月经量多】   5月经过少【月经量少】  6月经延期【经期延长】  7经间期出血【排卵期出血】  8痛经【子宫内膜异位 慢性盆腔炎】  9闭经  10带下病【白带 黄带 阴道炎】  11崩漏
848,中医内科-气血津液病-6 虚劳9 瘿病（甲亢 甲状腺肿）   6 虚劳9 瘿病（甲亢 甲状腺肿）
849,老师，请问是否十二经和奇经八脉都适合推拿按摩拍打，以通经脉？
850,讨论题：请谈谈你是如何理解“人是一个有机的整体”。  请谈谈你是如何理解“人是一个有机的整体”，试举例说明。
851,内关 腕横纹上 2 寸，掌长肌腱与尺侧腕屈肌腱之间
852,问汗 老师：手出汗可以是更年期综合症的症状么？
853,古人是怎么从那么多材料里面选出来艾蒿这种植物作为灸的原料？
854,在基层，人们一般看不到针灸医生，这是为什么？
855,痛风合并糖尿病    老师，如果是痛风合并糖尿病，是不是就更加的惨了
856,关于非竞争性拮抗药  老师你好 请问非竞争性拮抗药的图标关系里 LogC （横坐标）所代表的是什么？实线是指即使增加激动药 E也达不到本来没有拮抗药时的效用吗？ 实线有两条 请问是代表分别在什么情况下呢？谢谢
857,假肋前端肋软骨相互连接构成肋弓是否正确?
858,继发性高血压和原发性高血压  护理措施
859,左右 关于冠状轴的那个，课本上描述为左右方向，可应该是按照我的左右方向，还是我所面对的人体的左右方向？（由以前的高考作文漫画想到的，切错了腿）
860,第一题    患者自身的因素：长期以来患者对医生的依从助长了医生的不合理用药行为；有些长期慢性病的患者盲目自行服药，擅自缩短或延长用药时间；随意购买非处方药可能导致不合理用药的发生；药品广告不规范不合理，任意夸张其疗效，对消费者造成误导。
861,如何理解“以五脏为中心的整体观”？  请在学习完五脏六腑理论之后，发表你对“以五脏为中心的整体观”的认识。（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）
862,请同学们讨论：人乳头瘤病毒（HPV）和宫颈癌是什么关系？   人乳头瘤病毒（HPV）和宫颈癌是什么关系？
863,请谈谈你对某种物质代谢池的理解    体内的很多物质有各种来源，也有多种去路。从而形成该物质的代谢池。如血糖代谢池、氨基酸代谢池等。请谈谈你对代谢池的理解。
864,很累却睡不着的例子中，心火旺为何还要补心？  老师 您好，在很累却睡不着的例子中，病因是肝火旺应该泻肝火，为什么还要吃天王补心丹呢？
865,对掌 灵长类动物可不可以对掌？只有人类可以对掌吗？
866,风热 老师：风热之邪就是感冒发烧了，只要发烧，无论冬天还是夏天都属于风热之邪。对吧？
867,气血不足平时要注意什么，怎样对症对人调养？平时稍做运动就会大汗淋漓，学习了这个课程才知道是肺气不足的原因，而且中焦不通，脾胃不好，脾虚面黄，被湿气包围，舌苔白厚。希望老师能抽空回复一下。
868,青霉素过敏应怎样处理
869,我就是肝气郁结，心肝火旺，肝胃不和，肝脾不调，肝肾阴虚      老师你好，我今年43了，上了课发现自己完全符全肝气郁结，心肝火旺，肝胃不和，肝脾不调，肝肾阴虚的症状。之前因为慢性胃炎 嗳气严重住过二次院了。每次生气或是心情不好就会变严重。请问可以用那种药治，或是食物治疗。不胜感谢！！！
870,睡觉打呼噜与面颅骨有关系吗？ 请问老师，睡觉打呼噜与面颅骨哪个部位有关系？
871,肺炎降温   肺炎患者物理降温可以选择酒精擦浴吗？
872,硌合碘（外伤用），消毒棉纤，消毒纱布，医用一次性手套，剪刀，压脉带一根（外伤止血），绷带、医用胶带、酒精棉球，止泻药、止咳药、跌打酒、含有抗生素成分的消炎药、皮肤用药等创可帖，35%酒精（物理降温），板蓝根，穿心莲，维生素b2（口腔溃疡），阿托品（确有胃病）
873,痛风病人在饮食上需要注意什么？
874,胃的募穴与胃经的募穴不是一个吗？
875,老年人在选择缓泻剂时应注意哪些问题？为什么？ 缓泻剂可以在某种程度上帮助慢性便秘的人解除便秘，对于老年人在选择缓泻剂时应注意哪些问题？为什么？
876,为什么说苯丙氨酸苯基的疏水性较强呢？
877,“踝管综合征”的表现有哪些？为什么出现这些表现？
878,一个月来了来了两次月经    月经后隔了十天又来了月经，量都是正常的，饮食作息还算正常，这是什么原因造成的呢
879,苯海索可以阻断中枢M受体，为什么不能治疗晕动病？   东莨菪碱和苯海拉明都有中枢M受体阻断作用，可以治疗晕动病，而苯海索却没有说
880,浓度变化与ATP酶  老师好！我在《医学生理学》这本书上看到“这些膜蛋白具有ATP酶活性，可以细胞内、外某种离子浓度的变化而被激活，直接催化ATP分解，、、、、、、”我的问题是，为什么ATP酶会因为这些离子的浓度的变化而被催化分解。
881,请大家就经络的历史讨论一下经络的作用 根据经络学习的感受来讨论。
882,老师您好，我想问一下血钙为什么会抑制神经肌肉的兴奋？？谢谢
883,分析前臂各肌在腕关节运动中的协同和拮抗作用
